time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-01T02:06:36.489Z,62.0135,-148.9054,9.4,1.1,ml,,,,0.42,ak,ak0231orktm,2023-01-18T17:06:57.684Z,"27 km NNW of Sutton-Alpine, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-01-01T01:41:43.755Z,7.1397,126.738,79.194,4.5,mb,32,104,1.152,0.47,us,us7000j3xk,2023-03-11T22:51:45.040Z,"23 km ESE of Manay, Philippines",earthquake,5.51,7.445,0.083,43,reviewed,us,us
2023-01-01T01:27:56.510Z,17.9548333333333,-66.9611666666667,10.93,2.17,md,8,206,0.08038,0.09,pr,pr71390093,2023-01-01T02:08:00.120Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.47,0.73,0.0344974936138351,6,reviewed,pr,pr
2023-01-01T01:17:40.501Z,38.1567,-117.9355,12.6,0.9,ml,12,146.01,0.026,0.1019,nn,nn00854386,2023-01-06T21:51:52.472Z,"30 km SSE of Mina, Nevada",earthquake,,1.3,0.28,3,reviewed,nn,nn
2023-01-01T01:16:18.802Z,63.0325,-149.8818,80.3,1.2,ml,,,,0.59,ak,ak0231o8908,2023-01-18T17:07:01.766Z,"61 km SW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T01:11:42.360Z,61.2707,-150.3637,47.3,1.6,ml,,,,0.55,ak,ak0231o7879,2023-01-18T17:06:57.478Z,"22 km WSW of Point MacKenzie, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T01:11:26.780Z,58.1793333333333,-155.3185,0.88,-0.21,ml,6,106,,0.04,av,av91741001,2023-01-03T19:44:13.430Z,"85 km NW of Karluk, Alaska",earthquake,0.2,0.96,0.265477815656281,6,reviewed,av,av
2023-01-01T01:08:28.530Z,19.5856666666667,-155.6005,-3.05,2.06,ml,28,147,,0.3,hv,hv73289882,2024-01-18T19:07:33.729Z,"31 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.66,0.22,0.154603664976943,8,reviewed,hv,hv
2023-01-01T01:07:57.960Z,33.4026667,-116.37,4.19,0.84,ml,29,121,0.07577,0.23,ci,ci40152479,2023-01-03T22:02:22.989Z,"16km N of Borrego Springs, CA",earthquake,0.31,0.74,0.15,16,reviewed,ci,ci
2023-01-01T01:00:32.952Z,62.9888,-150.7628,114,1.9,ml,,,,0.36,ak,ak0231o4ull,2024-01-18T19:07:32.245Z,"54 km N of Petersville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-01T01:00:24.860Z,34.4015,-118.7125,6.66,1.93,ml,52,33,0.04754,0.25,ci,ci40152471,2023-01-03T21:59:26.680Z,"8km ESE of Piru, CA",earthquake,0.26,0.6,0.135,41,reviewed,ci,ci
2023-01-01T00:57:36.510Z,33.5558333,-116.613,15.17,0.47,ml,21,80,0.003924,0.12,ci,ci40152463,2023-01-03T21:44:56.401Z,"6km E of Anza, CA",earthquake,0.29,0.39,0.131,6,reviewed,ci,ci
2023-01-01T00:50:36.365Z,62.2951,-151.5243,78.8,1.3,ml,,,,0.38,ak,ak0231nu53o,2023-01-18T17:07:01.575Z,"34 km N of Skwentna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-01T00:49:25.294Z,52.0999,178.5218,82.77,3.1,ml,14,139,0.87,0.18,us,us7000j5a1,2023-03-11T22:51:52.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,8.46,21.213,0.097,14,reviewed,us,us
2023-01-01T00:46:02.195Z,62.0786,-150.9133,70.3,1.4,ml,,,,0.24,ak,ak0231nt7ln,2023-01-18T17:07:01.176Z,"27 km ENE of Skwentna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-01T00:33:57.558Z,59.7316,-151.8545,60,1.8,ml,,,,0.35,ak,ak0231nqjkb,2023-01-18T17:07:00.982Z,"5 km SSW of Anchor Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-01T00:32:22.630Z,33.408,-116.6168333,7.52,0.84,ml,41,37,0.07285,0.16,ci,ci40152455,2023-01-03T21:42:06.029Z,"14km N of Warner Springs, CA",earthquake,0.18,0.49,0.076,16,reviewed,ci,ci
2023-01-01T00:25:46.311Z,63.297,-145.1789,2.8,1.7,ml,,,,0.37,ak,ak0231nosyg,2023-01-18T17:06:57.007Z,"31 km NE of Paxson, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-01T00:13:35.730Z,61.6854,-149.6692,39.9,1.2,ml,,,,0.48,ak,ak0231nm7k5,2023-01-18T17:07:00.788Z,"7 km NNW of Meadow Lakes, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-01T00:07:05.430Z,38.7835,-122.7545,1.69,0.69,md,32,74,0.01389,0.03,nc,nc73827346,2023-01-10T18:17:17.080Z,"1km NNE of The Geysers, CA",earthquake,0.15,0.22,0.146,5,reviewed,nc,nc
2023-01-01T00:06:14.840Z,38.7836667,-122.7536667,1.62,0.09,md,17,88,0.01325,0.02,nc,nc73827341,2023-01-10T07:11:14.067Z,"1km NNE of The Geysers, CA",earthquake,0.21,0.38,0.11,3,reviewed,nc,nc
